,logLik,se,gamma,m,rho,epsilon,omega,c,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6
10,-3872.2822265625,,16.816587448120117,0.039084821939468384,0.0,7.29202127456665,0.010517064481973648,1.0,-0.004295547306537628,3.4794204235076904,0.24139998853206635,0.74098140001297,6.317394733428955,-3.6170029640197754,3.783250570297241,3.3613851070404053,4.216861724853516,-1.4093525409698486,-6.012141227722168,-3.9145755767822266,-3.47554087638855,-11.668686866760254,-2.208827018737793
11,-3976.993896484375,,16.375734329223633,0.042835675179958344,0.0,4.444316864013672,0.0005583708989433944,1.0,-0.002220955044031143,3.416330337524414,0.19550208747386932,0.9803966283798218,6.518511772155762,-4.5599212646484375,3.96086049079895,3.2361674308776855,4.23345422744751,-10.400625228881836,-15.937718391418457,-2.576479911804199,-3.9245846271514893,-12.726860046386719,-5.066172122955322
12,-4009.690673828125,,19.762842178344727,0.051398780196905136,0.0,3.2972664833068848,0.007621769793331623,1.0,-0.004416733682155609,3.1024091243743896,0.2588655352592468,2.2898597717285156,5.600667953491211,-1.5625931024551392,3.180537462234497,3.8234148025512695,3.8822271823883057,-15.320775032043457,-10.146025657653809,-4.849311828613281,-2.9632387161254883,-8.507568359375,-10.811108589172363
13,-4069.190185546875,,24.20246696472168,0.040313176810741425,0.0,6.345654010772705,0.00021771858155261725,1.0,-0.0050109559297561645,3.3460533618927,0.24951334297657013,2.705699920654297,5.139171600341797,0.6925262808799744,4.170618534088135,3.553330421447754,4.359142780303955,-6.064211368560791,-5.906711578369141,-4.5026984214782715,-11.068623542785645,-12.06579303741455,-9.91043472290039
14,-3992.821044921875,,16.641647338867188,0.036737535148859024,0.0,6.243490695953369,0.0071802884340286255,1.0,-0.008365623950958252,3.203927993774414,0.17582206428050995,0.7833325266838074,6.988045692443848,-6.367345809936523,4.037507057189941,3.1539530754089355,4.607497692108154,-7.437404632568359,-6.23867654800415,-2.4714081287384033,-3.690702199935913,-7.848847389221191,-4.410433292388916
15,-3864.18603515625,,17.774282455444336,0.04736386984586716,0.0,5.2201995849609375,0.007298253010958433,1.0,-0.011198939085006713,3.4022786617279053,0.22259412705898285,1.5400283336639404,6.215230464935303,-3.6730475425720215,3.4505515098571777,3.6506195068359375,4.055269718170166,-4.54938268661499,-1.9359551668167114,-3.88995099067688,-3.1722500324249268,-7.39008903503418,-3.351670980453491
16,-3969.439697265625,,19.94308090209961,0.04700993001461029,0.0,5.955278396606445,0.004016329068690538,1.0,-0.008046159148216247,3.5176875591278076,0.18097926676273346,1.5677618980407715,6.343288898468018,-4.400336742401123,3.680654525756836,3.475609302520752,4.1389570236206055,-4.3072733879089355,-0.5256536602973938,-3.9669389724731445,-3.9151697158813477,-7.90834903717041,-2.682769536972046
17,-3886.898681640625,,16.529449462890625,0.045151807367801666,0.0,6.532862186431885,0.31371527910232544,1.0,-0.011725221872329711,3.531388998031616,0.22018468379974365,0.5295377373695374,6.131141185760498,-3.1846299171447754,5.012537002563477,2.871520757675171,4.912904262542725,-2.209911823272705,-0.23124489188194275,-4.791527271270752,-9.793596267700195,-7.18923282623291,-9.462830543518066
18,-4005.302001953125,,16.875722885131836,0.02869221195578575,0.0,8.432957649230957,3.842573404312134,1.0,-0.006859574317932129,3.709489107131958,0.2239820510149002,0.6298515200614929,5.867758274078369,-1.3417787551879883,3.8856072425842285,3.0771193504333496,4.768523216247559,0.40927109122276306,-1.186238408088684,-11.237374305725098,-4.901728630065918,-2.5865089893341064,-16.06075668334961
19,-3847.469482421875,,17.768775939941406,0.04203758016228676,0.0,7.363702297210693,0.0008567396434955299,1.0,-0.008865382671356201,3.248209238052368,0.22940728068351746,0.9407209753990173,6.412738800048828,-3.2371113300323486,3.9762701988220215,3.263155698776245,4.423695087432861,-0.5989848375320435,-10.375737190246582,-3.0604000091552734,-2.862515926361084,-10.853337287902832,-4.468809604644775
