"","time","seas1","seas2","seas3","seas4","seas5","seas6"
"237",236,0.00334285344495384,0.000496173992362966,0.0508390614739819,0.362604326006159,0.465979974878121,0.116737610204421
"238",237,0.00589909203741157,0.000206090215854204,0.0354449432826003,0.317660727993247,0.490694601791552,0.150094544679335
"239",238,0.00988969527252992,7.78412459766156e-05,0.0238762632384525,0.272088458725992,0.505998896973263,0.188068844543786
"240",239,0.015846009529035,4.34243315663006e-05,0.0154923909554973,0.227716025789436,0.511020986391996,0.229881163002469
"241",240,0.0243736249485038,8.165723064352e-05,0.00964824144282125,0.18607085264116,0.505472927563903,0.274352696172968
"242",241,0.0361186352895138,0.000215972213264873,0.00574125123337631,0.14831228596106,0.489672769524027,0.319939085778758
"243",242,0.0517199651682275,0.000516854268897207,0.00324442189915167,0.115199434535033,0.464520170752557,0.364799153376134
"244",243,0.0717477646854113,0.00110892351831326,0.00172543095278079,0.0870938396725783,0.431425575055874,0.406898466115042
"245",244,0.0966278781359852,0.00218265927911567,0.0008518126864766,0.0639969704622145,0.392192956562538,0.44414772287367
"246",245,0.126553862661681,0.00401020355228719,0.000382771180896785,0.045621068004135,0.348858593601845,0.474573500999154
"247",246,0.161401132737144,0.00695969120964206,0.000153178204064712,0.0314787627297716,0.303510164615513,0.496497070503865
"248",247,0.200667523944158,0.011498852232772,5.90106497521004e-05,0.020967171353576,0.258126655193636,0.508680786626105
"249",248,0.243448330445067,0.0181848176564171,4.7295862393228e-05,0.0134384190459597,0.214452500253357,0.510428636736806
"250",249,0.288446173917381,0.0276399929259757,0.000110701138817109,0.00825622906539174,0.173906557630235,0.5016403453222
"251",250,0.334015704022301,0.0405139986414485,0.000286767434501407,0.00483857977693012,0.137525913203534,0.482819036921285
"252",251,0.37824313040715,0.057431678687818,0.000661787274348086,0.00268642905718938,0.105944517555426,0.455032457018068
